"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1745980","107265","","","Chair of Governors","Mr","Andrew","Mark","Judson","03/10/2023","02/10/2027","Appointed by GB/board","",""
"1745981","107265","","","Governor","","Emma","","Walters","09/05/2024","08/05/2028","Elected by school staff","",""
"1794099","107265","","","Governor","Mrs","Lauren","","Murphy","01/09/2022","31/08/2026","Appointed by GB/board","",""
"1829394","107265","","","Governor","Ms","Deborah","","Ward","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1845637","107265","","","Governor","Mr","Paul","","Jenkinson","13/11/2025","13/11/2029","Appointed by GB/board","",""
"1856772","107265","","","Governor","Ms","Jessica","","Temple","16/12/2025","15/12/2029","Appointed by GB/board","",""
"1856774","107265","","","Governor","Mr","James","","McCarrick","12/12/2025","11/12/2029","Appointed by GB/board","",""
"1551382","107268","","","Governor","Mrs","Elaine","","Bingham","29/09/2022","28/09/2026","Appointed by GB/board","",""
"1622589","107268","","","Governor","Mrs","Laura","","Hadley","29/09/2022","03/08/2026","Elected by school staff","",""
"1782392","107268","","","Governor","Miss","Catherine","","Shutt","01/12/2024","01/12/2028","Elected by parents","",""
"1789071","107268","","","Governor","Headteacher","Andrew","","Robinson","01/01/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1815690","107268","","","Governor","Ms","Julie","","Leiper","22/05/2025","21/05/2029","Appointed by GB/board","",""
"1832515","107268","","","Chair of Governors","Mr","Andrew","","Farley","04/07/2025","04/07/2029","Appointed by GB/board","",""
"1840549","107268","","","Governance Professional - Local Authority Maintained School","Mr","Ayodele","","Osanyinlusi","22/10/2025","23/10/2029","N/A","",""
"1849290","107268","","","Governor","Mrs","Bethan","","Bell","20/11/2025","20/11/2029","Elected by parents","",""
"1000541","107270","","","Governor","Mr","Chris","","Evans","03/03/2015","26/02/2027","Appointed by GB/board","",""
"1000543","107270","","","Governor","Mr","John","","Kirkham","03/03/2015","26/02/2027","Appointed by GB/board","",""
"1000547","107270","","","Governor","Mr","Robert","","Whitehead","03/03/2015","31/12/2025","Ex-officio by virtue of office as headteacher/principal","",""
"1348892","107270","","","Governor","Miss","Nancy","Mary","Grady","03/10/2022","02/10/2026","Appointed by GB/board","",""
"1422312","107270","","","Governor","Mr","Oliver","","Bentley","07/11/2023","11/11/2025","Appointed by GB/board","",""
"1422317","107270","","","Governor","Ms","Marie","","Lamont","03/10/2022","02/10/2026","Appointed by GB/board","",""
"1559735","107270","","","Governor","Mrs","Dianne","","Richardson","15/11/2021","14/11/2029","Appointed by GB/board","",""
"1620097","107270","","","Chair of Governors","Dr","Naomi","","Hodgson","03/10/2022","02/10/2026","Appointed by GB/board","",""
"1701099","107270","","","Governor","Dr","Tanwir","","Rafiq","17/10/2023","16/10/2027","Elected by parents","",""
"1701101","107270","","","Governor","Ms","Eleanor","","Heathcote","17/10/2023","16/10/2027","Elected by parents","",""
"1701103","107270","","","Governor","Mr","Sam","","Nicholson","17/10/2023","16/10/2027","Elected by parents","",""
"1761203","107270","","","Governor","Mrs","Jayne","","Harrison","19/09/2024","18/09/2028","Elected by school staff","",""
"1817328","107270","","","Governor","Mr","Paul","","McGough","11/06/2025","10/06/2029","Elected by parents","",""
"1817329","107270","","","Governor","Ms","Marie","","Blakesley","11/06/2025","10/06/2029","Elected by parents","",""
"1861781","107270","","","Governor","Mr","Daniel","","Simpson","26/01/2026","25/01/2030","Nominated by LA and appointed by GB","",""
"1056308","107272","","","Governor","Mrs","Elizabeth","Rachael Natasha","Medhurst-Brown","01/09/2019","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1192759","107272","","","Chair of Governors","Mrs","Emma","","Lister","12/07/2024","12/07/2028","Appointed by GB/board","",""
"1380553","107272","","","Governor","Mrs","Fiona","Jane","Meer","01/09/2024","31/08/2028","Appointed by GB/board","",""
"1679114","107272","","","Governor","Miss","Sarah","","Abbasi","26/04/2023","25/04/2027","Nominated by LA and appointed by GB","",""
"1686260","107272","","","Governor","Miss","Claire","","Jones","23/01/2023","21/01/2026","Elected by parents","",""
"1787729","107272","","","Governor","Mr","Matthew","","Stainsby","20/11/2024","19/11/2028","Appointed by GB/board","",""
"1787735","107272","","","Governor","Mr","Athif","","Khan","16/10/2024","15/10/2028","Appointed by GB/board","",""
"1787737","107272","","","Governor","Miss","Georgia","","Gray","16/10/2024","15/10/2028","Elected by school staff","",""
"1876340","107272","","","Governor","Mr","Ehsan","","Zafar","21/01/2026","20/01/2030","Appointed by GB/board","",""
"1876344","107272","","","Governor","Mr","Joseph","","Turner","21/01/2026","20/01/2030","Elected by parents","",""
"1876345","107272","","","Governor","Mr","Raja","Jabran Rashid","Khan","26/01/2026","20/01/2030","Elected by parents","",""
"1855644","107273","","","Chair of Governors","Ms","Louise","","Dale","16/07/2025","13/05/2028","Appointed by GB/board","",""
"1882420","107273","","","Governor","Mr","Bevan","","Bolland","04/09/2023","03/09/2027","Elected by school staff","",""
"1882423","107273","","","Governor","Mrs","Sally-Anne","","Boyes","01/10/2024","30/09/2028","Appointed by GB/board","",""
"1882427","107273","","","Governor","Mrs","Alison","","Gornall","01/12/2025","30/11/2029","Appointed by GB/board","",""
"1882428","107273","","","Governor","Mr","Graham","","Hardman","05/03/2024","04/03/2028","Appointed by LA","",""
"1882445","107273","","","Governor","Ms","Louise","","Hughes","01/10/2024","30/09/2028","Appointed by GB/board","",""
"1882446","107273","","","Governor","Mrs","Sarah","","Lester","04/12/2025","03/12/2029","Appointed by GB/board","",""
"1882447","107273","","","Governor","Mr","Matthew","","Lockwood","20/09/2024","19/09/2028","Elected by parents","",""
"1882561","107273","","","Governor","Mrs","Rebecca","","Lonsdale","03/11/2025","02/11/2029","Elected by parents","",""
"1882562","107273","","","Governor","Mrs","Alison","","O'Hara","01/10/2024","30/09/2028","Appointed by GB/board","",""
"1882563","107273","","","Governor","Mr","Karl","","Russell","01/09/2018","","Ex-officio by virtue of office as headteacher/principal","",""
"1882564","107273","","","Governor","Mr","Daniel","","Siggins","02/12/2019","31/08/2026","Appointed by GB/board","",""
"1882565","107273","","","Governor","Mr","Neil","","Whitaker","21/11/2025","20/11/2029","Appointed by GB/board","",""
"1771010","107275","","","Governor","Councillor","Sue","","Duffy","01/06/2024","01/06/2028","Appointed by GB/board","",""
"1771013","107275","","","Governor","Mr","John","","Henkel","01/06/2024","01/06/2028","Appointed by GB/board","",""
"1771014","107275","","","Governor","Ms","Emma","","Wainwright","01/06/2024","01/04/2028","Appointed by GB/board","",""
"1771017","107275","","","Governor","Mr","John","","Cooper","01/06/2024","19/12/2025","Appointed by GB/board","",""
"1771019","107275","","","Governor","Mrs","Leanne","","Waring","01/06/2024","01/06/2028","Appointed by GB/board","",""
"1771020","107275","","","Governor","Mr","Sajid","","Hussain","01/06/2024","01/06/2028","Appointed by GB/board","",""
"1771022","107275","","","Governor","Mrs","Shabina","","Musa","01/06/2024","01/06/2028","Appointed by GB/board","",""
"1648902","107281","","","Governor","Mr","Nick","","Crannigan","01/12/2022","30/08/2026","Elected by parents","",""
"1683408","107281","","","Chair of Governors","Mr","Nick","","Crannigan","01/09/2023","30/08/2026","Appointed by GB/board","",""
"1704073","107281","","","Governor","Mr","John","","Jackson","19/10/2023","30/08/2026","Appointed by GB/board","",""
"1748134","107281","","","Governor","","Maria","","Shooter","01/01/2024","30/08/2026","Appointed by GB/board","",""
"1774288","107281","","","Governor","Mr","Anthony","","Hart","11/10/2024","30/08/2026","Parent appointed by GB/board due to no election candidates","",""
"1784986","107281","","","Governor","Mr","Iain","","Cornish","06/12/2024","30/08/2026","Appointed by GB/board","",""
"1784988","107281","","","Governor","Mr","David","","Howarth","05/12/2024","18/12/2025","Appointed by GB/board","",""
"1813058","107281","","","Governor","Mrs","Rebecca","","Halliday","08/05/2025","30/08/2026","Appointed by GB/board","",""
"1813059","107281","","","Governor","Mrs","Keeley","","Poole","01/09/2025","30/08/2026","Appointed by LA","",""
"1854140","107281","","","Governor","Miss","Tilly","","Stead","07/10/2025","30/08/2026","Elected by school staff","",""
"1854143","107281","","","Governor","Mrs","Emma","","Booth","03/11/2025","30/08/2026","Elected by parents","",""
"1584424","107283","","","Governor","","Laura","","Thompson","25/01/2022","24/01/2030","Elected by parents","",""
"1771584","107283","","","Chair of Governors","Mrs","Valerie","","Sherred","21/03/2018","19/03/2026","Appointed by GB/board","",""
"1771585","107283","","","Governor","Mr","Simon","","Kemp","16/01/2019","14/01/2027","Appointed by GB/board","",""
"1771589","107283","","","Governor","Mr","James","","Coulson","24/03/2022","23/03/2026","Elected by school staff","",""
"1771593","107283","","","Governor","Mrs","Rosalind","","Sheridan","16/01/2019","14/01/2027","Appointed by GB/board","",""
"1771596","107283","","","Governor","Mr","Philippe","","Greetham","05/01/2024","04/01/2028","Elected by school staff","",""
"1773742","107283","","","Governor","","Hannah","","Clark","24/10/2024","23/10/2028","Appointed by GB/board","",""
"1773746","107283","","","Governor","","Sophie","","Minto","24/10/2024","23/10/2028","Appointed by GB/board","",""
"1406192","107286","","","Governor","Mrs","Joelle","","Monkman","27/06/2022","27/06/2026","Elected by school staff","",""
"1610314","107286","","","Governor","Mr","Pete","","Mullen","08/09/2022","08/09/2026","Elected by parents","",""
"1700453","107286","","","Governor","Mrs","Lorna","","Field","08/09/2023","08/09/2027","Elected by school staff","",""
"1700457","107286","","","Governor","Mrs","Sonia","","Stirling","31/10/2023","08/09/2027","Elected by parents","",""
"1700459","107286","","","Governor","Mr","Tom","","Wade","31/10/2023","08/09/2027","Elected by parents","",""
"1864906","107286","","","Chair of Governors","Mr","Joel","","Griffiths","14/01/2025","01/04/2027","Appointed by GB/board","",""
"1864932","107286","","","Governor","Mr","Robin","","Woods","19/11/2025","18/11/2029","Nominated by LA and appointed by GB","",""
"1864933","107286","","","Governor","Ms","Claire","","Meares","20/01/2026","19/01/2030","Appointed by GB/board","",""
"1864935","107286","","","Governor","Miss","Catherine","","Borley","20/01/2026","27/06/2026","Elected by school staff","",""
"1893864","107286","","","Governor","Mr","Eunan","","Hughes","07/07/2026","06/07/2030","Elected by school staff","",""
"1614158","107287","","","Chair of Governors","Mr","Ray","T","Tate","20/09/2018","15/09/2027","Appointed by GB/board","",""
"1639733","107287","","","Governor","Mrs","Catherine","","Berry","04/02/2019","11/07/2026","Appointed by GB/board","",""
"1639739","107287","","","Governor","Mr","Ewen","","Gordon","29/11/2019","30/09/2027","Elected by parents","",""
"1639740","107287","","","Governor","Mrs","Kate`","","Hoe","01/10/2019","30/09/2027","Elected by parents","",""
"1639742","107287","","","Governor","Ms","Karen","","Jones","12/01/2021","11/01/2029","Appointed by GB/board","",""
"1639748","107287","","","Governor","Mr","Mark","","Gregson","01/07/2022","30/06/2026","Elected by parents","",""
"1639749","107287","","","Governor","Mrs","Lora","","Nevison","01/07/2022","30/06/2026","Elected by parents","",""
"1758854","107287","","","Governor","Headteacher","Paul","","Douglass","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1198322","107293","","","Governor","Mrs","Fauzia","","Raza","16/04/2024","15/04/2027","Elected by parents","",""
"1322487","107293","","","Governor","Ms","Jacqueline","Mary","Walker","11/05/2020","10/05/2030","Appointed by LA","",""
"1395207","107293","","","Chair of Governors","Ms","Tina","Michelle","Butler","21/03/2024","21/03/2027","Appointed by GB/board","",""
"1395218","107293","","","Governor","Mrs","Janice","","George-Pinard","11/07/2019","05/06/2029","Appointed by GB/board","",""
"1433511","107293","","","Governor","Headteacher","Kathryn","","Swales","25/04/2016","25/04/2029","Ex-officio by virtue of office as headteacher/principal","",""
"1433526","107293","","","Governor","Mr","Daniel","","Walker","11/07/2024","12/04/2026","Elected by school staff","",""
"1523710","107293","","","Governor","Ms","Samantha","","Keenan","25/01/2024","24/01/2027","Appointed by GB/board","",""
"1567452","107293","","","Governor","Mrs","Fozia","","Hafeez","31/03/2025","31/03/2028","Elected by parents","",""
"1650788","107293","","","Governor","Mr","Mohammed","","Rafaqat","11/01/2023","09/01/2027","Elected by parents","",""
"1712261","107293","","","Governor","","Claire","","Hussain","30/11/2023","30/11/2026","Appointed by GB/board","",""
"1858772","107293","","","Governor","Mrs","Safina","","Zubair","06/10/2025","06/10/2027","Elected by parents","",""
"1874221","107293","","","Governor","Mrs","Kate","","Brewis","13/04/2026","13/04/2029","Elected by school staff","",""
"1310690","107305","","","Governor","Mrs","Louise","","Dempsey","01/11/2025","01/11/2029","Appointed by GB/board","",""
"1765936","107305","","","Chair of Governors","Mrs","Nichola","","Towers","01/05/2023","01/05/2027","Appointed by GB/board","",""
"1766752","107305","","","Governor","","Rachel","","Fox","01/11/2025","01/11/2029","Foundation/sponsor members","",""
"1766753","107305","","","Governor","","Tina","","Housley","01/07/2023","01/07/2026","Foundation/sponsor members","",""
"1766756","107305","","","Governor","","Ian","","Allen","30/09/2023","30/09/2027","Parent appointed by GB/board due to no election candidates","",""
"1766758","107305","","","Governor","","Clare","","Pugh","31/01/2022","31/01/2026","Appointed by GB/board","",""
"1766759","107305","","","Governor","","Helen","","Houlbrook","01/03/2022","01/03/2026","Elected by parents","",""
"1877826","107305","","","Governor","","Jemma","","Oldfield","01/01/2026","01/01/2030","Appointed by GB/board","",""
"1877827","107305","","","Governor","","Vicky","","Rutherford","01/01/2026","01/01/2030","Appointed by GB/board","",""
"1895332","107305","","","Governor","Revd","Philippa","","Slingsby-Lunn","01/07/2026","01/07/2030","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1895335","107305","","","Governor","","Amreen","","Ashtiaq","01/07/2026","01/07/2030","Appointed by GB/board","",""
"1166870","107307","","","Governor","Mrs","Kathryn","","Savage","01/09/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1374740","107307","","","Governor","Mrs","Gill","","Hibbert","30/07/2024","29/07/2028","Foundation/sponsor members","",""
"1374745","107307","","","Governor","Mrs","Sue","","Furniss","21/07/2022","21/07/2026","Appointed by LA","",""
"1499075","107307","","","Chair of Governors","","Lynne","","Howroyd","11/01/2021","14/10/2025","Foundation/sponsor members","",""
"1513619","107307","","","Governor","Mr","Martyn","","Lord","26/03/2025","26/03/2029","Appointed by GB/board","",""
"1710995","107307","","","Governor","Mr","Mark","","Goodliff","15/11/2023","14/11/2027","Parent appointed by GB/board due to no election candidates","",""
"1738733","107307","","","Governor","Mrs","Jo","","Gallagher","11/04/2024","10/04/2028","Elected by school staff","",""
"1838985","107307","","","Chair of Governors","Mr","Jake","","Brook","03/12/2025","02/12/2029","Appointed by GB/board","",""
"1838986","107307","","","Governor","Mrs","Lynne","","Howroyd","11/01/2025","11/01/2029","Foundation/sponsor members","",""
"1868795","107307","","","Governor","Mrs","Victoria","","Scholes","12/03/2026","11/03/2030","Parent appointed by GB/board due to no election candidates","",""
"1055433","107309","","","Governor","Mrs","Helen","","Dunn","01/01/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1423257","107309","","","Governor","Mrs","Judith","","Osborne","03/09/2019","02/09/2027","Appointed by foundation/Trust","",""
"1530281","107309","","","Governor","Mrs","Caroline","","Falconer","26/09/2024","26/09/2028","Appointed by GB/board","",""
"1543187","107309","","","Governor","","Stacey","","Simmonds","25/09/2025","24/09/2029","Elected by school staff","",""
"1666033","107309","","","Governor","Mr","Alan","","Jarvis","23/03/2023","23/03/2027","Appointed by GB/board","",""
"1717600","107309","","","Governor","Doctor","Andrew","","Marshall","07/12/2023","06/12/2027","Appointed by GB/board","",""
"1771643","107309","","","Governor","Mr","Matt","","Fitzpatrick","26/09/2024","26/09/2028","Nominated by LA and appointed by GB","",""
"1778485","107309","","","Governor","Mr","Austen","","Pickles","12/11/2024","11/11/2028","Elected by parents","",""
"1849006","107309","","","Chair of Governors","Doctor","Andrew","","Marshall","18/07/2025","15/01/2026","Appointed by GB/board","",""
"1858883","107309","","","Chair of Governors","Mrs","Julie","","Ioanna","15/01/2026","14/01/2027","Appointed by GB/board","",""
"1858884","107309","","","Governor","Mrs","Ruth","","Davies","15/01/2026","09/10/2029","Appointed by foundation/Trust","",""
"1066566","107313","","","Governor","Mr","Andrew","","Wilkinson","19/07/2024","18/07/2028","Elected by school staff","",""
"1410129","107313","","","Governor","Mr","Mark","","Selby","25/01/2022","23/01/2026","Appointed by foundation/Trust","",""
"1531780","107313","","","Governor","Mrs","Alison","","Ward","17/09/2025","16/09/2029","Elected by parents","",""
"1665690","107313","","","Governor","Mr","Patrick","William","Dalzell","12/10/2023","31/07/2026","Nominated by LA and appointed by GB","",""
"1683611","107313","","","Governor","Mrs","Nina","","Dobson","01/09/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1688467","107313","","","Governor","Reverend","Phil","","Bishop","01/09/2023","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1752434","107313","","","Governor","Mrs","Victoria","","Lister","11/07/2024","11/07/2028","Appointed by GB/board","",""
"1770721","107313","","","Governor","Mr","Gary","","Coulter","07/10/2024","07/10/2028","Parent appointed by GB/board due to no election candidates","",""
"1778881","107313","","","Chair of Governors","Mr","Tristan","","Wade","21/11/2024","15/10/2025","Elected by parents","",""
"1822948","107313","","","Governor","Mrs","Sarah","","Matischen","17/03/2025","16/03/2029","Parent appointed by GB/board due to no election candidates","",""
"1865523","107313","","","Chair of Governors","Mr","Adrian","","Hyde-Douglas","16/10/2025","16/10/2027","Appointed by GB/board","",""
"1865528","107313","","","Governor","Mr","Tristan","","Wade","21/11/2024","31/07/2026","Elected by parents","",""
"1865595","107313","","","Governor","Mrs","Fiona","","Prest","29/01/2026","30/01/2030","Appointed by LA","",""
"1629751","107319","","","Governor","Mr","Callum","","Westwood","01/09/2026","31/08/2030","Appointed by GB/board","",""
"1629753","107319","","","Governor","Mr","Sam","","Rushworth","07/04/2026","06/04/2030","Appointed by GB/board","",""
"1629755","107319","","","Governor","Mr","Amar","","Riaz","17/07/2026","16/07/2030","Elected by parents","",""
"1681527","107319","","","Governor","Mrs","Carol","","Birkbeck","14/09/2026","13/09/2030","Appointed by GB/board","",""
"1728632","107319","","","Chair of Governors","Mrs","Tracy","Ann","Isherwood","30/01/2024","04/01/2028","Appointed by GB/board","",""
"1728634","107319","","","Governor","Mrs","Kelly","","Terry","01/01/2024","01/09/2026","Elected by parents","",""
"1799095","107319","","","Governor","Mr","Paul","","Bland","01/09/2024","31/08/2028","Appointed by LA","",""
"1852179","107319","","","Governor","Mr","Jonathan","","Dillon","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1895210","107319","","","Governor","","Leonie","","Domawski","17/07/2025","16/07/2030","Elected by parents","",""
"1081448","107320","","","Governor","Revd","Jim","","Taylor","18/04/2016","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1358100","107320","","","Governor","Mr","Dan","","Thornton","21/10/2021","20/10/2025","Foundation/sponsor members","",""
"1571228","107320","","","Governor","Mrs","Nancy","","Wiles","22/11/2021","22/11/2025","Elected by parents","",""
"1642989","107320","","","Governor","Mrs","Yvonne","","Broadbent","01/09/2022","31/08/2026","Foundation/sponsor members","",""
"1643002","107320","","","Governor","Ms","Nicola","","Roth","15/12/2022","14/12/2026","Nominated by other body and appointed by GB","",""
"1643004","107320","","","Governor","Mrs","Anne","","Mason","01/01/2022","31/12/2025","Ex-officio by virtue of office as headteacher/principal","",""
"1726477","107320","","","Governor","Mrs","Jacqueline","","Deveruex","01/12/2023","30/11/2027","Appointed by foundation/Trust","",""
"1726483","107320","","","Governor","Mrs","Stephanie","","Tempest-Mitchell","01/11/2023","31/10/2026","Elected by parents","",""
"1893698","107320","","","Governor","Mr","Dan","","Thornton","21/10/2025","20/10/2029","Appointed by foundation/Trust","",""
"1893700","107320","","","Governance Professional - Local Authority Maintained School","Headteacher","Emily","","Hobson","01/06/2026","31/05/2030","N/A","",""
"1893704","107320","","","Governor","Ms","Jill","","Hartley","24/11/2025","23/11/2029","Nominated by LA and appointed by GB","",""
"1893706","107320","","","Governor","Mrs","Nancy","","Lunn","01/01/2026","31/12/2030","Elected by parents","",""
"1893711","107320","","","Governor","Mrs","Amy","","Hoyle","01/11/2024","31/10/2028","Elected by school staff","",""
"1389686","107321","","","Governor","Mrs","Jasmin","","Arif","28/09/2022","28/09/2025","Elected by school staff","",""
"1389690","107321","","","Governor","Revd","Chris","","Chorlton","06/09/2021","06/09/2026","Appointed by foundation/Trust","",""
"1537407","107321","","","Governor","Mrs","Diane","","Smith","01/09/2014","","Ex-officio by virtue of office as headteacher/principal","",""
"1568537","107321","","","Governor","Mr","Andrew","","Smart","20/11/2024","20/11/2027","Appointed by foundation/Trust","",""
"1721410","107321","","","Governor","Mrs","Shahzia","","Alam","24/11/2023","23/11/2026","Elected by parents","",""
"1780769","107321","","","Governor","Ms","Shogufta","","Lal","29/11/2024","29/11/2027","Elected by parents","",""
"1795306","107321","","","Chair of Governors","Mr","Ian","","Grant","21/11/2021","21/11/2025","Appointed by foundation/Trust","",""
"1795313","107321","","","Governor","Mr","Mohammed","","Ali","16/12/2025","15/12/2029","Appointed by LA","",""
"1843214","107321","","","Governor","Mrs","Charlene","","Clapperton","25/06/2025","25/06/2029","Appointed by foundation/Trust","",""
"1084333","107323","","","Chair of Governors","Mrs","Joyce","","Simpson","08/10/2014","07/10/2026","Appointed by GB/board","",""
"1084392","107323","","","Governor","Reverend","Jimmy","","Hinton","06/06/2005","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1084411","107323","","","Governor","Mrs","Sue","","Ingham","05/10/2014","04/10/2026","Appointed by GB/board","",""
"1604990","107323","","","Governor","Ms","Gretl","","Young","30/09/2021","29/09/2025","Appointed by GB/board","",""
"1604992","107323","","","Governor","Mrs","Sonia","","Bentley","31/03/2022","30/03/2026","Appointed by GB/board","",""
"1736284","107323","","","Governor","Dr","Goodith","Anne","White","08/01/2024","07/01/2028","Foundation/sponsor members","",""
"1736288","107323","","","Governor","Mrs","Bolanle","","Adekunle","18/11/2022","17/11/2026","Elected by parents","",""
"1372219","107339","","","Governor","Mr","Basharat","","Sharif","10/04/2023","09/04/2027","Appointed by LA","",""
"1671184","107339","","","Governor","Mr","Philip","Mark","Eden","01/03/2023","28/02/2027","Appointed by foundation/Trust","",""
"1671250","107339","","","Governor","Mrs","Sophie","","Thurling","01/03/2023","28/02/2027","Foundation/sponsor members","",""
"1775003","107339","","","Chair of Governors","Mr","Philip","Mark","Eden","17/10/2024","10/03/2027","Appointed by GB/board","",""
"1775004","107339","","","Governor","Ms","Jenni","","McDonough","01/07/2024","30/06/2028","Foundation/sponsor members","",""
"1775006","107339","","","Governor","Mrs","Amiri","","Agbai","02/07/2019","01/07/2027","Foundation/sponsor members","",""
"1539861","107340","","","Governor","Mrs","Ellen","","Pawson","12/07/2021","11/07/2029","Appointed by GB/board","",""
"1651087","107340","","","Governor","Mr","Shakil","","Sajawal","01/09/2023","31/08/2027","Elected by parents","",""
"1786892","107340","","","Chair of Governors","Mr","Graham","","Chambers","11/03/2021","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1786970","107340","","","Governor","Ms","Louise","","Wayman","01/05/2024","01/02/2028","Foundation/sponsor members","",""
"1786973","107340","","","Governor","Mrs","Claire","","McGuigan","30/04/2023","29/04/2027","Elected by school staff","",""
"1786974","107340","","","Governor","Mrs","Linda","","Wright","01/09/2021","","Ex-officio by virtue of office as headteacher/principal","",""
"1870771","107340","","","Governor","Ms","Helen","","Tomes","23/03/2026","23/03/2030","Appointed by foundation/Trust","",""
"1395496","107395","","","Chair of Governors","Mrs","Shirley","","Craven","10/07/2023","07/07/2026","Appointed by GB/board","",""
"1395497","107395","","","Governor","Mr","John","","Drinkall","10/07/2023","07/07/2026","Appointed by GB/board","",""
"1399757","107395","","","Governor","Councillor","Michael","","Pollard","10/07/2023","09/07/2027","Appointed by GB/board","",""
"1399769","107395","","","Governor","Mrs","Louise","","Dale","02/07/2022","02/07/2030","Appointed by GB/board","",""
"1407192","107395","","","Governor","Ms","Lorraine","","Lucas","10/09/2023","09/09/2027","Appointed by GB/board","",""
"1614424","107395","","","Governor","Mrs","Emma","","Wilson","14/06/2022","13/06/2030","Appointed by GB/board","",""
"1633285","107395","","","Governor","Mrs","Kate","","Lightstead","17/11/2022","16/11/2026","Elected by parents","",""
"1639241","107395","","","Governor","Mrs","Alana","","Hall","08/12/2022","07/12/2026","Appointed by GB/board","",""
"1677987","107395","","","Governor","","Janet","","Ormondroyd","06/07/2023","04/11/2025","Nominated by LA and appointed by GB","",""
"1693628","107395","","","Governor","Mrs","Leann","","Cooke","02/10/2023","01/10/2027","Elected by school staff","",""
"1751028","107395","","","Governor","Mrs","Karen","","Jones","08/07/2024","07/07/2028","Appointed by GB/board","",""
"1756738","107395","","","Governor","Mr","Philip","","Temple","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1798175","107395","","","Governance Professional - Local Authority Maintained School","Mrs","Kim","","O'Toole","01/01/2023","","N/A","",""
"1842462","107395","","","Governor","Mrs","Anna","","Haldane","10/10/2025","09/10/2029","Elected by parents","",""
"1852584","107395","","","Governor","Dr","Erebi","","Ndoni","17/11/2025","16/11/2029","Elected by parents","",""
"1852586","107395","","","Governor","Mrs","Kathryn","","McTigue","17/11/2025","16/11/2029","Elected by parents","",""
"1852589","107395","","","Governor","Mr","Ian","","Shearer","03/12/2025","02/12/2029","Nominated by LA and appointed by GB","",""
"1886099","107395","","","Chair of Governors","Mr","John","","Drinkall","08/07/2026","04/07/2027","Appointed by GB/board","",""
"1886100","107395","","","Governor","Mrs","Shirley","","Craven","08/07/2026","31/08/2026","Appointed by GB/board","",""
"1889033","107395","","","Governor","Mrs","Catherine","","Milner","01/09/2026","31/08/2030","Appointed by GB/board","",""
"1567301","107431","","","Governor","Mr","Sohail","","Talat","17/11/2021","17/11/2025","Parent appointed by GB/board due to no election candidates","",""
"1611386","107431","","","Governor","Mr","Ben","","Lewis","13/07/2022","13/07/2026","Nominated by LA and appointed by GB","",""
"1611387","107431","","","Governor","Mrs","Lynne","","Clegg","13/07/2022","13/07/2026","Appointed by GB/board","",""
"1611395","107431","","","Governor","Mrs","Claire","","Spencer","01/09/2018","01/09/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1730935","107431","","","Governor","Mrs","Noshabah","","Ahmed","24/11/2023","24/11/2027","Elected by parents","",""
"1730936","107431","","","Governor","Mrs","Shazia","","Shakeel","21/02/2024","21/02/2028","Appointed by GB/board","",""
"1730942","107431","","","Governor","Mrs","Victoria","","Ward","20/10/2022","20/10/2026","Appointed by GB/board","",""
"1741413","107431","","","Governor","Mrs","Elaine","","Richmond","13/02/2024","13/02/2028","Appointed by GB/board","",""
"1774109","107431","","","Governor","Mrs","Kirsty","","Weir","17/10/2024","17/10/2028","Elected by school staff","",""
"1774111","107431","","","Chair of Governors","Professor","Gwendolen","","Bradshaw","19/06/2025","19/06/2029","Appointed by GB/board","",""
"1774117","107431","","","Governor","Mrs","Deborah","","Mills","07/07/2022","07/07/2026","Appointed by GB/board","",""
"1833129","107431","","","Governor","Mr","Thomas","","Whitford-Bartle","19/06/2025","19/06/2029","Appointed by GB/board","",""
"1262940","107432","","","Governor","Mrs","Helen","","Neale","21/09/2023","20/09/2027","Nominated by LA and appointed by GB","",""
"1355793","107432","","","Governor","Miss","Chloe","","Bradley","23/01/2023","25/01/2027","Appointed by GB/board","",""
"1696878","107432","","","Governor","","Kate","","Tavana","11/10/2023","10/10/2027","Elected by parents","",""
"1696880","107432","","","Governor","","Arsala","","Stanley","11/10/2023","10/10/2027","Elected by parents","",""
"1762915","107432","","","Chair of Governors","","Jonathan","","Hall","19/07/2024","22/11/2027","Appointed by GB/board","",""
