"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1850975","140325","","","Local Governor","Ms","Leone","","Hill","01/04/2015","31/03/2027","Appointed by foundation/Trust","",""
"1887157","140325","","","Local Governor","Mr","Adam","","Davies","20/07/2026","19/07/2029","Appointed by foundation/Trust","",""
"1887358","140325","","","Local Governor","Mr","Arulnesan","","Tharmarajah","06/07/2023","05/07/2029","Elected by parents","",""
"1887359","140325","","","Local Governor","Ms","Vicky","","Cleaver","13/07/2023","12/07/2029","Elected by parents","",""
"1510215","140326","","","Local Governor","Mr","Matt","","Perry","29/04/2019","","Ex-officio by virtue of office as headteacher/principal","",""
"1614216","140326","","","Chair of Local Governing Body","Mr","Farzan","","Ahmed","15/09/2022","14/09/2026","Appointed by foundation/Trust","",""
"1614219","140326","","","Local Governor","Mrs","Lauren","","Parker","15/09/2022","14/09/2026","Appointed by foundation/Trust","",""
"1727398","140326","","","Local Governor","Mrs","Sally","","Truselle","25/01/2024","24/01/2028","Appointed by GB/board","",""
"1507586","140328","","","Local Governor","Mr","Richard","","May","03/11/2020","03/06/2026","Appointed by foundation/Trust","",""
"1672059","140328","","","Local Governor","","Amanda","","Penna","24/05/2023","23/05/2027","Elected by school staff","",""
"1724686","140328","","","Local Governor","","Lily","","Pridie","19/01/2024","18/01/2028","Parent appointed by GB/board due to no election candidates","",""
"1755972","140328","","","Local Governor","","Hannah","","Stevens","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1769222","140328","","","Local Governor","","Maia","","Jordan","11/10/2024","10/10/2028","Appointed by GB/board","",""
"1769224","140328","","","Local Governor","","Nicole","","Taylor","11/10/2024","11/12/2025","Appointed by GB/board","",""
"1814304","140328","","","Local Governor","","Harry","","Pitts","02/05/2025","01/05/2029","Elected by parents","",""
"1815774","140328","","","Local Governor","","Annette","","Cole","22/05/2025","21/05/2029","Appointed by GB/board","",""
"1845193","140328","","","Chair of Local Governing Body","","Lucy","","Draycott","11/10/2024","10/10/2028","Appointed by GB/board","",""
"1649891","140329","","","Chair of Local Governing Body","Mrs","Holly","","Anderson","22/01/2023","21/01/2027","Appointed by academy members","",""
"1729931","140329","","","Local Governor","Miss","Melanie","","Ryan","04/03/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1798109","140329","","","Local Governor","Miss","Maria","","Williams","20/01/2025","19/01/2029","Appointed by GB/board","",""
"1819146","140329","","","Local Governor","Mr","Geoffrey","","Waddington","23/06/2025","22/06/2029","Parent appointed by GB/board due to no election candidates","",""
"1832974","140329","","","Local Governor","Miss","Beckie","","Lett","29/09/2025","28/09/2029","Elected by school staff","",""
"1698160","140332","","","Local Governor","","Rebecca","","Burr","16/10/2023","15/10/2027","Appointed by GB/board","",""
"1698184","140332","","","Local Governor","","Lucy","","Crossley","05/09/2023","04/09/2027","Elected by school staff","",""
"1744186","140332","","","Local Governor","","Jo","","Roberts","20/05/2024","19/05/2028","Appointed by GB/board","",""
"1824491","140332","","","Local Governor","Mrs","Alana","","McGovern","01/09/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1868176","140332","","","Local Governor","","Tom","","Bardell","10/02/2026","09/02/2030","Parent appointed by GB/board due to no election candidates","",""
"1742011","140333","","","Local Governor","Mr","Lee","","Colley","01/09/2023","08/09/2025","Appointed by GB/board","",""
"1742019","140333","","","Chair of Local Governing Body","Mr","Lee","","Colley","02/09/2023","08/09/2025","Appointed by academy members","",""
"1757442","140333","","","Local Governor","Mrs","Victoria","","Huby","17/07/2024","17/09/2026","Appointed by foundation/Trust","",""
"1757443","140333","","","Local Governor","Mrs","Courtney","","Graves","17/07/2024","17/07/2026","Elected by school staff","",""
"1859259","140333","","","Local Governor","Mrs","Margaret","","Fretwell","01/07/2025","01/07/2027","Appointed by foundation/Trust","",""
"1859286","140333","","","Local Governor","Mr","Lee","","Colley","01/09/2025","01/09/2027","Appointed by academy members","",""
"1778537","140334","","","Shared Chair of Local Governing Body - Establishment","","June","","Jeffries","31/01/2022","30/01/2026","Appointed by GB/board","",""
"1778540","140334","","","Shared Local Governor - Establishment","Mrs","Geraldine","","Keating","18/05/2020","17/05/2028","Appointed by GB/board","",""
"1778547","140334","","","Shared Local Governor - Establishment","","Sophie","","Bellars","31/07/2024","30/07/2028","Parent appointed by GB/board due to no election candidates","",""
"1778548","140334","","","Shared Local Governor - Establishment","","Laura","","Pomeroy","09/09/2024","08/09/2028","Appointed by GB/board","",""
"1778549","140334","","","Shared Local Governor - Establishment","","Leandra","","Goncalves","23/09/2024","22/09/2028","Parent appointed by GB/board due to no election candidates","",""
"1836846","140334","","","Shared Local Governor - Establishment","","Craig","","Tucker","02/02/2023","01/02/2027","Appointed by GB/board","",""
"1836848","140334","","","Shared Local Governor - Establishment","","Samantha","","Davies","23/09/2024","22/09/2028","Appointed by GB/board","",""
"1836849","140334","","","Shared Local Governor - Establishment","","Janice","","Tadros","06/02/2025","05/02/2029","Appointed by GB/board","",""
"1836850","140334","","","Shared Local Governor - Establishment","","Mark","","Zinn","06/08/2025","05/08/2029","Appointed by GB/board","",""
"1867074","140334","","","Shared Chair of Local Governing Body - Establishment","Mrs","June","","Jefferies","31/01/2026","30/01/2030","Elected by parents","",""
"1071573","140335","","","Local Governor","Ms","Ann","","Probert","01/12/2013","27/03/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1612823","140335","","","Local Governor","Mrs","Helen","","Okoro","05/06/2022","04/06/2026","Appointed by GB/board","",""
"1612824","140335","","","Chair of Local Governing Body","Mrs","Vivienne","","Gibbons","13/07/2022","12/07/2026","Appointed by GB/board","",""
"1612825","140335","","","Local Governor","Mr","Shuhab","","Hamid","13/07/2022","12/07/2026","Parent appointed by GB/board due to no election candidates","",""
"1654606","140335","","","Local Governor","Mr","Darren","","Stewart","22/01/2023","21/01/2027","Elected by school staff","",""
"1879738","140335","","","Local Governor","Mrs","Carmen","","Nel","27/03/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1879739","140335","","","Local Governor","Mrs","Ghazala","","Mahmood","09/03/2026","09/03/2030","Parent appointed by GB/board due to no election candidates","",""
"1299982","140337","","","Local Governor","Mrs","Michelle","","Winter","01/09/2024","27/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1621904","140337","","","Chair of Local Governing Body","Mrs","Joanna","","Kneafsey","03/10/2022","27/08/2026","Appointed by GB/board","",""
"1621907","140337","","","Local Governor","Mrs","Hannah","","Norman","03/10/2022","27/08/2026","Appointed by GB/board","",""
"1670454","140337","","","Local Governor","Mrs","Lucy","","Hatton","12/05/2023","27/08/2026","Appointed by GB/board","",""
"1682601","140337","","","Local Governor","Mr","David","","Dunn","01/09/2023","27/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1801848","140337","","","Local Governor","Mrs","Sarah","","Keniwell","03/03/2025","27/08/2026","Appointed by foundation/Trust","",""
"1822328","140337","","","Local Governor","Ms","Rebecca","","Caunce","14/07/2025","27/08/2026","Appointed by foundation/Trust","",""
"1599549","140339","","","Local Governor","","Paul","","O'Sullivan","22/05/2026","21/05/2030","Appointed by foundation/Trust","",""
"1606184","140339","","","Local Governor","","Victoria","Jane","Wood","14/07/2022","13/07/2026","Appointed by foundation/Trust","",""
"1616168","140339","","","Chair of Local Governing Body","","Nigel","","Leigh","20/09/2022","31/08/2026","Appointed by foundation/Trust","",""
"1664466","140339","","","Local Governor","","David","","Stam","18/03/2023","17/03/2027","Appointed by GB/board","",""
"1828295","140339","","","Local Governor","","Junlei","","He","16/09/2025","15/09/2029","Appointed by GB/board","",""
"1832509","140339","","","Local Governor","","Andree","","Drakeford","25/03/2025","24/03/2029","Elected by school staff","",""
"1832511","140339","","","Local Governor","","Naomi","","Ezzard","01/09/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1849688","140339","","","Local Governor","","Maria","","Trinchese","07/11/2025","06/11/2029","Elected by parents","",""
"1877169","140339","","","Local Governor","","Victoria","","Wheeler","28/04/2026","27/04/2030","Appointed by GB/board","",""
"1627234","140340","","","Local Governor","Mr","Mutiu","","Aileru","12/01/2022","11/01/2026","Elected by parents","",""
"1660853","140340","","","Local Governor","Ms","Lindsay","","Shentall","08/03/2023","07/03/2027","Appointed by foundation/Trust","",""
"1728750","140340","","","Chair of Local Governing Body","Mrs","Catherine","","Sands","01/09/2023","18/10/2026","Appointed by foundation/Trust","",""
"1733721","140340","","","Local Governor","Mrs","Anuoluwapo","","Kumolu-Johnson","07/02/2024","06/02/2028","Elected by parents","",""
"1850667","140340","","","Local Governor","Mrs","Ann","","Dangerfield","17/07/2024","16/07/2028","Appointed by foundation/Trust","",""
"1870778","140340","","","Local Governor","Miss","Sara","","Rambelli","11/03/2026","10/03/2030","Appointed by foundation/Trust","",""
"1870780","140340","","","Local Governor","Mr","Matteo","","Mellano","11/03/2026","10/03/2030","Appointed by foundation/Trust","",""
"1870938","140340","","","Local Governor","Miss","Bethany","","Tomlinson","04/02/2026","03/02/2030","Elected by school staff","",""
"1877471","140340","","","Local Governor","Mrs","Femi","","Joseph","29/04/2026","28/04/2030","Appointed by foundation/Trust","",""
"1703151","140341","","","Chair of Local Governing Body","Reverend","Huw","","Thomas","23/10/2023","23/10/2026","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1703157","140341","","","Local Governor","","Lindsay","Jane","Buxton","03/01/2018","02/01/2026","Appointed by foundation/Trust","",""
"1703158","140341","","","Local Governor","Mr","Mark","","Wheeler","01/09/2014","01/09/2030","Appointed by academy members","",""
"1703159","140341","","","Local Governor","","Zoe","","Linton","01/09/2019","19/12/2025","Appointed by foundation/Trust","",""
"1723986","140341","","","Local Governor","Mr","David","","Moore","27/09/2022","27/09/2030","Elected by parents","",""
"1747242","140341","","","Local Governor","Mrs","Rebecca","","Allard","14/06/2024","13/06/2028","Elected by parents","",""
"1840837","140341","","","Local Governor","Canon","Jane","","Brooke","15/10/2025","15/10/2029","Appointed by academy members","",""
"1855707","140341","","","Local Governor","Mr","Robert","","Peace","27/09/2022","06/03/2026","Elected by parents","",""
"1872745","140341","","","Local Governor","Ms","Jennifer","Susan","Goodison","20/03/2026","20/03/2030","Appointed by academy members","",""
"1872746","140341","","","Local Governor","Dr","Paulette","Jean","Osborne","19/03/2026","19/03/2030","Appointed by academy members","",""
"1872747","140341","","","Local Governor","Mrs","Joanna","Rose","Edwards","19/03/2026","19/03/2030","Appointed by academy members","",""
"1872750","140341","","","Local Governor","Ms","Lindsey-Jane","","Buxton","20/03/2026","20/03/2030","Appointed by academy members","",""
"1778559","140342","","","Shared Local Governor - Establishment","","Natalie","","Horner","18/06/2023","17/06/2027","Parent appointed by GB/board due to no election candidates","",""
"1836836","140342","","","Shared Chair of Local Governing Body - Establishment","","Ian","","Thompson","01/09/2025","10/02/2026","Appointed by GB/board","",""
"1836837","140342","","","Shared Local Governor - Establishment","Mr","Robert","","Pearce","11/02/2020","10/02/2026","Appointed by foundation/Trust","",""
"1836838","140342","","","Shared Local Governor - Establishment","","Marie","","Biggin","29/07/2023","28/07/2027","Appointed by foundation/Trust","",""
"1836839","140342","","","Shared Local Governor - Establishment","","Nanette","","Herbert","23/03/2022","22/03/2026","Parent appointed by GB/board due to no election candidates","",""
"1836840","140342","","","Shared Local Governor - Establishment","","Danielle","","Young","25/03/2024","24/03/2028","Parent appointed by GB/board due to no election candidates","",""
"1836841","140342","","","Shared Local Governor - Establishment","","Felicity","","Stallard","30/09/2024","29/09/2028","Appointed by GB/board","",""
"1836843","140342","","","Shared Local Governor - Establishment","","Tom","","Ashley","08/10/2024","07/10/2028","Appointed by GB/board","",""
"1836844","140342","","","Shared Local Governor - Establishment","","Janine","","Hards","17/05/2021","16/05/2026","Parent appointed by GB/board due to no election candidates","",""
"1540224","140343","","","Local Governor","Mrs","Katey","","Montgomery","13/09/2021","12/09/2025","Elected by parents","",""
"1660679","140343","","","Local Governor","Mr","Neil","","Thompson","01/01/2023","31/12/2026","Any additional members appointed by the members of the academy trust","",""
"1697658","140343","","","Local Governor","Mrs","Holly","","Atkinson","01/09/2017","","Ex-officio by virtue of office as headteacher/principal","",""
"1841818","140343","","","Local Governor","Ms","Andrea","","Commins","01/09/2025","30/03/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1841819","140343","","","Local Governor","Mrs","Sarah","","Eastwood","16/06/2025","31/08/2026","Elected by school staff","",""
"1841821","140343","","","Local Governor","Ms","Jayne","","Lord","14/07/2025","13/07/2029","Elected by parents","",""
"1841822","140343","","","Local Governor","Mr","Patrick","","Riley","14/07/2025","13/07/2029","Elected by parents","",""
"1841824","140343","","","Chair of Local Governing Body","Mr","Patrick","","Riley","14/07/2025","13/07/2029","Elected by parents","",""
"1889555","140343","","","Local Governor","Ms","Sandra","","Hodson","03/03/2026","02/03/2030","Appointed by foundation/Trust","",""
"1889557","140343","","","Local Governor","Mr","Simon","","Ingram","13/02/2026","12/02/2030","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1501389","140344","","","Local Governor","Mrs","Gillian","","Standing","02/10/2023","02/10/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1718978","140344","","","Chair of Local Governing Body","Mrs","Rebekah","","Sammut","01/09/2023","01/09/2026","Appointed by foundation/Trust","",""
"1718979","140344","","","Local Governor","Mrs","Elizabeth","","Elsom","09/01/2022","09/01/2029","Appointed by foundation/Trust","",""
"1718985","140344","","","Local Governor","Mr","Steven","","Ackroyd","27/01/2023","27/01/2027","Appointed by foundation/Trust","",""
"1719009","140344","","","Local Governor","Mrs","Judith","","Barrett","14/11/2022","14/11/2026","Appointed by foundation/Trust","",""
"1755988","140344","","","Local Governor","Mr","Michael","","Matejtschuk","01/09/2024","31/08/2029","Appointed by foundation/Trust","",""
"1755991","140344","","","Local Governor","Mr","Al","","McNicoll","01/09/2024","31/08/2029","Appointed by foundation/Trust","",""
"1755993","140344","","","Local Governor","Mrs","Rachel","","Childs","01/09/2024","31/08/2029","Appointed by foundation/Trust","",""
"1778682","140347","","","Shared Chair of Local Governing Body - Establishment","","Ian","","Thompson","11/02/2022","10/02/2026","Appointed by GB/board","",""
"1778683","140347","","","Shared Local Governor - Establishment","Mr","Robert","","Pearce","11/02/2020","10/02/2028","Appointed by foundation/Trust","",""
"1778686","140347","","","Shared Local Governor - Establishment","","Marie","","Biggin","29/07/2023","28/07/2027","Appointed by foundation/Trust","",""
"1778687","140347","","","Shared Local Governor - Establishment","","Nanette","","Herbert","23/03/2022","22/03/2026","Parent appointed by GB/board due to no election candidates","",""
"1778689","140347","","","Shared Local Governor - Establishment","","Danielle","","Young","25/03/2024","24/03/2028","Parent appointed by GB/board due to no election candidates","",""
"1778691","140347","","","Shared Local Governor - Establishment","","Tom","","Ashley","08/10/2024","07/10/2028","Appointed by GB/board","",""
"1778694","140347","","","Shared Local Governor - Establishment","","Felicity","","Stallard","30/09/2024","29/09/2028","Appointed by GB/board","",""
"1820047","140347","","","Shared Local Governor - Establishment","","Janine","","Hards","17/05/2021","16/05/2026","Parent appointed by GB/board due to no election candidates","",""
"1836831","140347","","","Shared Local Governor - Establishment","","Natalie","","Horner","18/06/2023","17/06/2027","Parent appointed by GB/board due to no election candidates","",""
"1674830","140349","","","Local Governor","Mr","James","","Mason","13/10/2021","12/10/2029","Appointed by GB/board","",""
"1735189","140349","","","Local Governor","Mrs","Abi","","Moore","01/01/2024","31/12/2028","Ex-officio by virtue of office as headteacher/principal","",""
"1808487","140349","","","Local Governor","Mrs","Elizabeth","","Jervis","26/03/2025","25/03/2029","Appointed by GB/board","",""
"1811534","140349","","","Chair of Local Governing Body","Ms","Jan","","Eaton","07/02/2022","06/02/2030","Appointed by GB/board","",""
"1832537","140349","","","Local Governor","Mr","Shaun","","Garrett","04/09/2025","03/09/2029","Appointed by GB/board","",""
"1341799","140350","","","Local Governor","Headteacher","Caroline","Anne","Gibbins","01/09/2018","","Ex-officio by virtue of office as headteacher/principal","",""
"1468756","140350","","","Chair of Local Governing Body","Mr","Clive","Roy","Suckling","21/09/2020","20/09/2025","Appointed by GB/board","",""
"1621346","140350","","","Local Governor","Mr","Oliver","","Clement","01/09/2022","20/07/2026","Appointed by GB/board","",""
"1745538","140350","","","Local Governor","Ms","Anna","","Sinclair","24/05/2024","23/05/2028","Appointed by GB/board","",""
"1768299","140350","","","Local Governor","Ms","Rachel","","Clement","07/10/2024","06/10/2028","Appointed by GB/board","",""
"1836525","140350","","","Chair of Local Governing Body","Mr","Oliver","","Clement","21/09/2025","20/07/2026","Appointed by GB/board","",""
"1836527","140350","","","Local Governor","Mr","Clive","Roy","Suckling","21/09/2025","20/09/2026","Appointed by academy members","",""
"1600493","140351","","","Local Governor","","Emily","","Mullord","01/09/2018","22/05/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1600495","140351","","","Local Governor","","Charles","","Vizor","06/05/2022","05/05/2026","Appointed by foundation/Trust","",""
"1600499","140351","","","Local Governor","","Matilda","","Kerridge","01/04/2022","31/03/2026","Elected by parents","",""
"1720503","140351","","","Local Governor","Mrs","Jamie","","Smart","12/01/2023","21/11/2025","Elected by school staff","",""
"1763541","140351","","","Local Governor","Ms","Angela","","O'Brien","28/08/2022","21/11/2025","Appointed by foundation/Trust","",""
"1798681","140351","","","Local Governor","Revd","Graham","","Southgate","17/05/2024","22/07/2026","Foundation/sponsor members","",""
"1798682","140351","","","Chair of Local Governing Body","Mr","Ben","","Monksummers","15/01/2025","14/01/2029","Elected by parents","",""
"1860649","140351","","","Local Governor","","Shaula","","Maitland","05/01/2026","04/01/2030","Elected by parents","",""
"1877862","140351","","","Local Governor","Mr","Alisdair","","Ball","19/03/2026","18/03/2030","Appointed by foundation/Trust","",""
"1881048","140351","","","Local Governor","","Richard","","Boase","01/06/2026","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1885717","140351","","","Local Governance Professional - Individual Academy or Free School","Mr","Liam","","Searle","20/10/2023","","N/A","",""
"1222056","140352","","","Local Governor","Mr","Gareth","","Bailey","23/04/2017","31/05/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1544731","140352","","","Local Governor","Mr","Richard","","Smith","05/10/2024","31/08/2026","Parent appointed by GB/board due to no election candidates","",""
"1584016","140352","","","Local Governor","Rev","Richard","","Saint","11/11/2025","10/11/2029","Appointed by foundation/Trust","",""
"1613311","140352","","","Local Governor","Mrs","Becky","","Monaghan","01/09/2022","31/08/2026","Elected by school staff","",""
"1636382","140352","","","Local Governor","Mr","David","","Sibson","08/11/2022","07/11/2026","Foundation/sponsor members","",""
"1636383","140352","","","Local Governor","Mr","Robert","","Jackson","23/11/2022","28/09/2025","Foundation/sponsor members","",""
"1678266","140352","","","Local Governor","Mrs","Claire","","Dunford","07/07/2023","06/07/2027","Parent appointed by GB/board due to no election candidates","",""
"1741360","140352","","","Local Governor","Mr","Angus","","Brereton","15/04/2024","12/04/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1817344","140352","","","Local Governor","Mr","Joseph","","Guilietti-Simner","06/05/2025","05/05/2029","Parent appointed by GB/board due to no election candidates","",""
"1833278","140352","","","Local Governor","Mrs","Kate","","Dummett","11/03/2025","05/05/2026","Elected by school staff","",""
"1879022","140352","","","Local Governor","Mrs","Emily","","Mullord","13/04/2026","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1880087","140352","","","Local Governor","Mrs","Emma","","Pagan-Skelley","07/05/2026","06/05/2030","Parent appointed by GB/board due to no election candidates","",""
"1887165","140352","","","Local Governor","Rev","Rob","","Jackson","23/11/2022","29/09/2025","Appointed by foundation/Trust","",""
"1887301","140352","","","Local Governor","Ms","Tracey","","Schofield","22/11/2022","31/08/2026","Appointed by foundation/Trust","",""
"1435115","140353","","","Local Governor","Mrs","Sarah","","Crampton","14/04/2021","","Ex-officio by virtue of office as headteacher/principal","",""
"1435118","140353","","","Local Governor","Mrs","Selena","","Al-Najafi","01/03/2024","28/02/2028","Appointed by foundation/Trust","",""
"1546444","140353","","","Chair of Local Governing Body","Mr","Chris","","Lambert","01/01/2022","31/12/2026","Appointed by foundation/Trust","",""
"1733613","140353","","","Local Governor","Mr","Timothy","","Thompson","19/03/2024","18/03/2028","Appointed by trustees","",""
"1774985","140353","","","Local Governor","Mrs","Charlotte","","Stancliffe","07/11/2024","06/11/2027","Appointed by GB/board","",""
"1784132","140353","","","Local Governor","Mr","Adam","","Rogers","17/12/2024","16/12/2028","Elected by parents","",""
"1795097","140353","","","Local Governor","Mrs","Amy","","Stewart","08/11/2024","07/11/2027","Elected by school staff","",""
"1814318","140353","","","Local Governor","Mrs","Rebecca","","Barber","21/05/2025","20/05/2029","Appointed by GB/board","",""
"1827277","140353","","","Local Governor","Mrs","Amy","","Mitchell","15/09/2025","01/09/2026","Appointed by trustees","",""
"1889543","140353","","","Local Governor","Mrs","Kimberley","","Wilson","15/07/2026","14/07/2030","Appointed by foundation/Trust","",""
"1699501","140355","","","Chair of Local Governing Body","Mrs","Harinder","","Jandu","01/09/2022","05/02/2026","Appointed by foundation/Trust","",""
"1702080","140355","","","Local Governor","Mrs","Gillian","","Brackett","01/09/2022","31/08/2026","Appointed by trustees","",""
"1702083","140355","","","Local Governor","Mrs","Elizabeth","","Cope","01/09/2022","31/08/2026","Appointed by trustees","",""
"1702095","140355","","","Local Governor","Mr","Joseph","","Jackson","01/09/2022","01/09/2026","Appointed by trustees","",""
"1702108","140355","","","Local Governor","Reverend","Mark","","Perrin","01/09/2022","31/08/2026","Appointed by trustees","",""
"1865221","140355","","","Chair of Local Governing Body","Mrs","Sarah","","Benjamin","06/02/2026","10/02/2026","Appointed by foundation/Trust","",""
"1865226","140355","","","Chair of Local Governing Body","Mrs","Sarah","","Benjamin","06/02/2026","10/02/2030","Appointed by trustees","",""
"1865230","140355","","","Local Governor","Mrs","Zoe","","Heath","01/03/2025","01/03/2029","Appointed by trustees","",""
"1865232","140355","","","Local Governor","Mrs","Sarah","","Lewis","21/10/2025","21/10/2029","Appointed by trustees","",""
"1682222","140358","","","Local Governor","Mr","Raouf","","Mohammed","02/04/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1682223","140358","","","Local Governor","Mr","Richard","","Wilson","01/04/2020","01/01/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1717171","140358","","","Local Governor","Ms","Rebecca","","Greenwood","02/01/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1724824","140358","","","Local Governor","Mr","Mayat","","Mohamed","01/10/2023","01/01/2026","Elected by parents","",""
"1794128","140358","","","Local Governor","Mrs","Heather","","Round","31/01/2025","01/01/2026","Elected by school staff","",""
"1808112","140358","","","Local Governor","Mrs","Moneeza","","Alyas","10/02/2025","01/01/2026","Elected by parents","",""
"1808113","140358","","","Local Governor","Mrs","Dorothy","","Mead","15/02/2025","01/01/2026","Appointed by GB/board","",""
"1808114","140358","","","Local Governor","Mrs","Ridwana","","Wallace","01/04/2025","01/01/2026","Appointed by GB/board","",""
"1808115","140358","","","Local Governor","Mrs","Rabab","","Yawar","01/04/2025","31/03/2029","Elected by parents","",""
"1888462","140358","","","Local Governor","Mr","Simon","","Gayle","02/01/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1888463","140358","","","Local Governor","Miss","Umaira","","Bashir","21/06/2021","21/07/2029","Appointed by academy members","",""
"1888464","140358","","","Local Governor","Miss","Ridwana","","Wallace","01/04/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1252208","140359","","","Local Governor","Mrs","Margaret","","Robson","31/01/2025","30/01/2028","Appointed by academy members","",""
"1252210","140359","","","Local Governor","Mr","Philip","","Vasey","31/03/2023","30/03/2029","Elected by school staff","",""
"1252211","140359","","","Local Governor","Mrs","Catherine","","Harris","01/09/2016","","Ex-officio by virtue of office as headteacher/principal","",""
"1252214","140359","","","Local Governor","Ms","Kerry","","Ellis","26/01/2024","25/01/2027","Elected by school staff","",""
"1487226","140359","","","Local Governor","Dr","David","","Doupe","23/11/2023","22/11/2026","Elected by parents","",""
"1681910","140359","","","Local Governor","Mrs","Debra","","Wilson","01/05/2023","16/01/2026","Appointed by foundation/Trust","",""
"1681913","140359","","","Chair of Local Governing Body","Mrs","Joanne","","Ward","31/01/2025","30/01/2028","Appointed by foundation/Trust","",""
"1767795","140359","","","Local Governor","Ms","Vicky","","Lynch","01/09/2024","30/09/2025","Elected by parents","",""
"1789395","140359","","","Local Governor","Mr","Daniel","","Pilling","01/09/2024","16/01/2026","Appointed by foundation/Trust","",""
"1859690","140359","","","Local Governor","Mrs","Anna","","Cleckner","16/01/2026","15/01/2030","Appointed by foundation/Trust","",""
"1863136","140359","","","Local Governor","Mrs","Shelley","","Mitchinson","21/01/2026","21/01/2029","Appointed by foundation/Trust","",""
"1401333","140360","","","Chair of Local Governing Body","","Jackie","","Saddington","28/10/2019","26/10/2028","Appointed by foundation/Trust","",""
"1404052","140360","","","Local Governor","","Lucy","","Nutt","28/10/2019","27/06/2027","Appointed by foundation/Trust","",""
"1505885","140360","","","Local Governor","","Joanna","","Heapy","11/02/2021","03/02/2027","Elected by parents","",""
"1658466","140360","","","Local Governor","Ms","Karen","","Oliver","13/03/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1734974","140360","","","Local Governor","Mr","Matthew","","Emery","22/02/2024","19/12/2025","Appointed by GB/board","",""
"1749840","140360","","","Local Governor","Ms","Velia","","Hartland","13/06/2024","12/06/2027","Appointed by GB/board","",""
"1752583","140360","","","Local Governor","Mr","Andy","","Nowak","31/07/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1785320","140360","","","Local Governor","Mrs","Charlotte","","Warner","01/01/2025","31/12/2027","Appointed by foundation/Trust","",""
"1795161","140360","","","Local Governance Professional - Individual Academy or Free School","Mrs","Sarah","","Osborne","04/02/2025","","N/A","",""
"1812086","140360","","","Local Governor","","Benjamin","","Smith","13/02/2025","12/02/2028","Appointed by GB/board","",""
"1859235","140360","","","Local Governor","","Sharon","","Brautigam","05/01/2026","04/01/2029","Appointed by GB/board","",""
"1531638","140362","","","Local Governor","Mrs","Zoe","","McIntrye","08/07/2021","","Ex-officio by virtue of office as headteacher/principal","",""
"1645270","140362","","","Local Governor","Mrs","Isoken","Sandra","Akhigbe","11/01/2023","10/01/2027","Appointed by foundation/Trust","",""
"1647777","140362","","","Local Governor","Mr","Mayowa","","Oriyoe","19/01/2023","18/01/2027","Appointed by foundation/Trust","",""
"1658476","140362","","","Local Governor","Miss","Bethany","","Harmes","28/02/2023","12/03/2026","Elected by school staff","",""
"1678792","140362","","","Local Governor","Mrs","Gillian","","Innocent-Labija","16/06/2023","15/06/2027","Elected by parents","",""
"1699381","140362","","","Local Governor","Mrs","Ornela","","Mato","11/09/2023","10/09/2027","Elected by parents","",""
"1721461","140362","","","Local Governor","Ms","Hanna","","Gooden","13/11/2023","19/09/2025","Elected by school staff","",""
"1728985","140362","","","Local Governor","Mr","Adrian","","Lett","09/02/2024","08/02/2028","Elected by school staff","",""
"1764964","140362","","","Local Governor","Mrs","Amanda","","Sekayena","10/09/2024","06/10/2025","Appointed by GB/board","",""
"1781724","140362","","","Local Governor","Mrs","Una","","Gutteridge","05/12/2024","18/09/2025","Appointed by GB/board","",""
"1809418","140362","","","Chair of Local Governing Body","Mr","Dave","","Hood","22/04/2021","21/04/2029","Appointed by GB/board","",""
"1881317","140362","","","Local Governor","Mr","Pepe","","Smith","01/06/2026","31/05/2030","Appointed by GB/board","",""
"1884389","140362","","","Local Governor","Ms","Oluwatoyin (Toyin)","","Agunbiade","16/06/2026","15/06/2030","Appointed by GB/board","",""
"1546403","140363","","","Local Governor","Mr","Mark","","Cresswell","01/04/2021","01/04/2029","Appointed by foundation/Trust","",""
